Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
[HTML][HTML] Assessing the concepts and designs of 58 mobile apps for the management of the 2014-2015 West Africa Ebola outbreak: systematic review,"D Tom-Aba, PM Nguku, CC Arinze… - JMIR public health and …, 2018 - publichealth.jmir.org","… data reporting and analytics through an integrated implementation of the surveillance 
guidelines and standards regarding functionality. Some tools, such as District Health Information …",https://publichealth.jmir.org/2018/4/e68/,57,13,"https://scholar.google.com/scholar?q=related:BPyMU64zYAEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The Oswestry disability index,"JCT Fairbank, PB Pynsent - Spine, 2000 - journals.lww.com","… At least 114 studies contain usable data. These data provide both validation and standards 
… is published in English (a reflection of the Science Citation Index), instruments have to be …",https://journals.lww.com/spinejournal/Fulltext/2000/11150/The_Oswestry_Disability_Index.17.aspx,6252,13,"https://scholar.google.com/scholar?q=related:qyW_jLb63owJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The parable of Google Flu: traps in big data analysis,"D Lazer, R Kennedy, G King, A Vespignani - science, 2014 - science.org","… revolution,” perhaps it is time we were focused on an “all data revolution,” where we 
recognize that the critical change in the world has been innovative analytics, using data from all …",https://www.science.org/doi/abs/10.1126/science.1248506,2858,22,"https://scholar.google.com/scholar?q=related:8VHB0FC2Ja8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Distilling free-form natural laws from experimental data,"M Schmidt, H Lipson - science, 2009 - science.org","… , scientists … data important and insightful. We propose a principle for the identification of 
nontriviality. We demonstrated this approach by automatically searching motion-tracking data …",https://www.science.org/doi/abs/10.1126/science.1165893,2279,25,"https://scholar.google.com/scholar?q=related:CHsVIra8v6AJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Internet of things in industries: A survey,"L Da Xu, W He, S Li - IEEE Transactions on industrial …, 2014 - ieeexplore.ieee.org","… The vast amount of raw data can be further mined and analyzed to improve the … data 
analytics can be used to respond to the challenge of analyzing the tremendous amount of data …",https://ieeexplore.ieee.org/abstract/document/6714496/,5385,8,"https://scholar.google.com/scholar?q=related:zudWrL0Z8kEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Penetrating the fog: Analytics in learning and education.,"G Siemens, P Long - EDUCAUSE review, 2011 - ERIC","… how analytics relates to existing organizational systems. Undoubtedly, analytics and big 
data … In education the value of analytics and big data can be found in: (1) their role in guiding …",https://eric.ed.gov/?id=EJ950794,2437,,"https://scholar.google.com/scholar?q=related:jmNWU-p--IAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The meaning and use of the area under a receiver operating characteristic (ROC) curve.,"JA Hanley, BJ McNeil - Radiology, 1982 - pubs.rsna.org","A representation and interpretation of the area under a receiver operating characteristic (ROC) 
curve obtained by the ""rating"" method, or by mathematical predictions based on patient …",https://pubs.rsna.org/doi/abs/10.1148/radiology.143.1.7063747,23309,11,"https://scholar.google.com/scholar?q=related:peeDxLSuKacJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
A procedure for ranking efficient units in data envelopment analysis,"P Andersen, NC Petersen - Management science, 1993 - pubsonline.informs.org","Data Envelopment Analysis (DEA) evaluates the relative efficiency of decision-making units 
(DMUs) but does not allow for a ranking of the efficient units themselves. A modified version …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.39.10.1261,5486,11,"https://scholar.google.com/scholar?q=related:T5GU3XbxcXMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Challenges of big data analysis,"J Fan, F Han, H Liu - National science review, 2014 - academic.oup.com","… Big Data bring new opportunities to modern society and challenges to data scientists. On 
the one hand, Big Data hold great promises for discovering subtle population patterns and …",https://academic.oup.com/nsr/article-abstract/1/2/293/1397586,1486,20,"https://scholar.google.com/scholar?q=related:C5Iw0A6c4T0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[BOOK][B] Accelerated testing: statistical models, test plans, and data analysis",WB Nelson - 2009 - books.google.com,"… and censored data. Briefly stated, when all specimens have run to failure, the data are 
complete. When some specimens are unfailed at the time of the data analysis, the data are …",https://books.google.com/books?hl=en&lr=&id=Dk85hUWrhp8C&oi=fnd&pg=PP2&dq=Data+Science&ots=rQezJKwOs7&sig=VqsdLlfsFnj9peItY6sxUUa6OZM,4169,5,"https://scholar.google.com/scholar?q=related:eBKQLaf1EhEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] The design and analysis of spatial data structures,H Samet - 1990 - academia.edu,"… and applications of spatial data structures--a hot issue amongst spatial scientists in the last 
15 … Despite the general titles, the books concentrate on hierarchical data structures which are …",https://www.academia.edu/download/50341788/0098-3004_2891_2990117-v20161115-5159-1cyrrlu.pdf,4278,5,"https://scholar.google.com/scholar?q=related:gq1qOxf1YcUJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Data analysis methods in physical oceanography,"RE Thomson, WJ Emery - 2014 - books.google.com","… material for students in the marine sciences and serve as a general … sciences has meant 
that it has not been possible for us to fully detail all existing instrumentation or emerging data …",https://books.google.com/books?hl=en&lr=&id=59fEAgAAQBAJ&oi=fnd&pg=PP1&dq=Data+Science&ots=GqfUE7sWk9&sig=GN8f-eBuaX89DMkSeiQeOFY6zhA,3422,9,"https://scholar.google.com/scholar?q=related:RObK11jksqsJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[HTML][HTML] Plastic pollution in the world's oceans: more than 5 trillion plastic pieces weighing over 250,000 tons afloat at sea","M Eriksen, LCM Lebreton, HS Carson, M Thiel… - PloS one, 2014 - journals.plos.org","… and weight of floating plastics have lacked data, particularly from the Southern Hemisphere 
and … Using an oceanographic model of floating debris dispersal calibrated by our data, and …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0111913&xid=17259,15700021,15700124,15700149,15700168,15700173,15700186,15700191,15700201",3982,42,"https://scholar.google.com/scholar?q=related:wb52MyYpDeMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Estimation of dependences based on empirical data,V Vapnik - 2006 - books.google.com,"… interpretation of one of the basic questions of science: how to … data at all costs; that is, we 
should not excessively complicate the approximating function. For any given amount of data, …",https://books.google.com/books?hl=en&lr=&id=N_-5VRWai84C&oi=fnd&pg=PA1&dq=Data+Science&ots=RgIxtipIST&sig=XZIcuk1nsVFy23mVm8yRCgAIL0Y,5299,7,"https://scholar.google.com/scholar?q=related:auQiMBFOFEkJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Toward an integrative science of the person,"W Mischel - Annu. Rev. Psychol., 2004 - annualreviews.org","To build a science of the person, the most basic question was, and remains, how can one 
identify and understand the psychological invariance that distinctively characterizes an …",https://www.annualreviews.org/doi/abs/10.1146/annurev.psych.55.042902.130709,1277,10,"https://scholar.google.com/scholar?q=related:IGdIIsfhbIwJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[PDF][PDF] Big Data, new epistemologies and paradigm shifts","R Kitchin - Big data & society, 2014 - journals.sagepub.com","… of Big Data, coupled with new data analytics, challenges … and computational social sciences 
that propose radically … It is argued that: (1) Big Data and new data analytics are disruptive …",https://journals.sagepub.com/doi/pdf/10.1177/2053951714528481,2563,23,"https://scholar.google.com/scholar?q=related:OD0lHrSGm6QJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"TM4: a free, open-source system for microarray data management and analysis","AI Saeed, V Sharov, J White, J Li, W Liang… - …, 2003 - Future Science","… will facilitate submission of microarray data to public repositories such … systematic biases in 
the data. TIGR Spotfinder is written in C++. … Data filtering can reduce the dataset by removing …",https://www.future-science.com/doi/abs/10.2144/03342mt01,5275,10,"https://scholar.google.com/scholar?q=related:CMDOIDnKIPEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Graphical perception and graphical methods for analyzing scientific data,"WS Cleveland, R McGill - Science, 1985 - science.org","… Options often exist for encoding data on graphs. The principle of graph construction … patterns 
in the data. The ordering does not result in a precise prescription for displaying data but rath…",https://www.science.org/doi/abs/10.1126/science.229.4716.828,821,19,"https://scholar.google.com/scholar?q=related:2gKK7YyibjAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Free software helps map and display data,"P Wessel, WHF Smith - Eos, Transactions American …, 1991 - Wiley Online Library","… GMT 2.0 pro vides Earth scientists with a variety of tools for data manipulation and display, … 
spaced data, perform mathematical operations (including filtering) on two-dimensional data …",https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/90EO00319,4895,10,"https://scholar.google.com/scholar?q=related:AVMYATcr13UJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Vegetation description and data analysis: a practical approach,M Kent - 2011 - books.google.com,"… and multivariate analysisin the context of vegetation data and plant ecology. Since the … 
andgraduate students in biological sciences, environmental science, geography, botany, …",https://books.google.com/books?hl=en&lr=&id=xHnXf0wHdgQC&oi=fnd&pg=PT9&dq=Data+Science&ots=HV8zVc2A3Z&sig=VzWLmEb0u932e5WIrrvkJBFYH4o,5681,6,"https://scholar.google.com/scholar?q=related:S3Cmcclq0FUJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Maximum likelihood, consistency and data envelopment analysis: a statistical foundation","RD Banker - Management science, 1993 - pubsonline.informs.org","This paper provides a formal statistical basis for the efficiency evaluation techniques of data 
envelopment analysis (DEA). DEA estimators of the best practice monotone increasing and …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.39.10.1265,1267,11,"https://scholar.google.com/scholar?q=related:hbxCjmDPOAEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Geneious Basic: an integrated and extendable desktop software platform for the organization and analysis of sequence data,"M Kearse, R Moir, A Wilson, S Stones-Havas… - …, 2012 - academic.oup.com","… analysis of biological data using computational resources. … data, with a focus on molecular 
sequences and related data … One key contribution to researchers in the life sciences is the …",https://academic.oup.com/bioinformatics/article-abstract/28/12/1647/267326,16896,16,"https://scholar.google.com/scholar?q=related:YgbmMfzjBfoJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Data structures and network algorithms,RE Tarjan - 1983 - SIAM,"… Paul Davis and the rest of the staff at WPI for their hard work in organizing and running the 
conference, all the participants for their interest and stimulation, and the National Science …",https://epubs.siam.org/doi/pdf/10.1137/1.9781611970265.bm,3189,14,"https://scholar.google.com/scholar?q=related:JPEcAtNBgdQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Tropical deforestation and habitat fragmentation in the Amazon: satellite data from 1978 to 1988,"D Skole, C Tucker - science, 1993 - science.org","… The use of satellite data and the GIS make it possible to explicitly stratify Amazonia on the 
… a data management tool with which we could manage large amounts ofspatial data and …",https://www.science.org/doi/abs/10.1126/science.260.5116.1905,2292,23,"https://scholar.google.com/scholar?q=related:BkZ9g0UZqbEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The value of purchase history data in target marketing,"PE Rossi, RE McCulloch, GM Allenby - Marketing Science, 1996 - pubsonline.informs.org","An important aspect of marketing practice is the targeting of consumer segments for differential 
promotional activity. The premise of this activity is that there exist distinct segments of …",https://pubsonline.informs.org/doi/abs/10.1287/mksc.15.4.321,964,20,"https://scholar.google.com/scholar?q=related:L_PsOCWrS3YJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
